YEAR,GEOID,c20aa,c20ab,c20ac,c20ad,c20ae,c20af,c20ag,c20ah,c20ai,NAME
1990,25025000101,53,29,45,104,64,129,23,24,1297,Census Tract 1.01
1990,25025000102,63,35,53,121,74,152,27,28,1520,Census Tract 1.02
1990,25025000201,214,64,85,67,90,112,97,57,2903,Census Tract 2.01
1990,25025000202,163,179,213,59,107,182,38,37,2880,Census Tract 2.02
1990,25025000301,137,35,88,114,49,116,23,93,2314,Census Tract 3.01
1990,25025000302,135,35,87,113,49,114,22,93,2293,Census Tract 3.02
1990,25025000401,727,113,398,540,206,320,189,107,2989,Census Tract 4.01
1990,25025000402,199,98,138,71,73,83,66,90,2228,Census Tract 4.02
1990,25025000502,868,77,192,127,65,64,64,55,3049,Census Tract 5.02
1990,25025000503,195,165,132,101,139,71,33,54,1457,Census Tract 5.03
1990,25025000505,172,144,115,89,122,62,29,47,1279,Census Tract 5.05
1990,25025000506,229,193,154,118,163,83,39,63,1706,Census Tract 5.06
1990,25025000601,214,78,139,61,66,72,22,70,2676,Census Tract 6.01
1990,25025000603,153,180,96,150,81,109,73,51,803,Census Tract 6.03
1990,25025000604,250,293,158,244,132,179,118,84,1310,Census Tract 6.04
1990,25025000701,786,265,312,308,281,245,36,103,2186,Census Tract 7.01
1990,25025000703,513,158,128,152,98,113,24,73,1203,Census Tract 7.03
1990,25025000704,1038,319,259,307,198,229,49,147,2431,Census Tract 7.04
1990,25025000804,452,95,188,254,137,189,53,74,1783,Census Tract 8.04
1990,25025000805,538,121,220,302,165,228,65,91,2136,Census Tract 8.05
1990,25025000806,76,85,7,40,35,53,22,40,438,Census Tract 8.06
1990,25025000807,70,78,7,37,32,48,20,37,400,Census Tract 8.07
1990,25025010103,230,80,118,29,14,6,0,11,256,Census Tract 101.03
1990,25025010104,430,116,250,201,55,63,26,35,1558,Census Tract 101.04
1990,25025010204,545,224,190,190,131,121,17,94,1213,Census Tract 102.04
1990,25025010205,423,174,147,148,102,94,13,73,943,Census Tract 102.05
1990,25025010206,313,129,109,109,75,70,10,54,698,Census Tract 102.06
1990,25025010300,254,39,56,31,137,116,7,34,393,Census Tract 103
1990,25025010403,642,145,280,250,93,84,16,102,1203,Census Tract 104.03
1990,25025010404,842,189,367,327,123,111,21,134,1577,Census Tract 104.04
1990,25025010405,515,116,186,240,126,111,140,96,564,Census Tract 104.05
1990,25025010408,244,100,85,85,59,54,7,42,543,Census Tract 104.08
1990,25025010500,274,97,114,87,19,105,26,61,1610,Census Tract 105
1990,25025010600,128,17,57,88,77,88,7,13,1494,Census Tract 106
1990,25025010701,198,5,56,20,33,49,6,47,1991,Census Tract 107.01
1990,25025010702,191,5,54,20,31,47,5,45,1913,Census Tract 107.02
1990,25025010801,246,43,49,45,51,41,10,18,2257,Census Tract 108.01
1990,25025010802,256,44,51,46,54,43,10,18,2352,Census Tract 108.02
1990,25025020101,158,62,99,39,63,61,17,19,3971,Census Tract 201.01
1990,25025020200,272,97,77,135,42,131,30,107,2494,Census Tract 202
1990,25025020301,108,71,53,59,57,36,12,45,1411,Census Tract 203.01
1990,25025020302,67,45,34,37,37,22,7,28,887,Census Tract 203.02
1990,25025020304,6,4,3,3,3,2,1,3,82,Census Tract 203.04
1990,25025020305,82,55,41,45,45,26,9,34,1086,Census Tract 203.05
1990,25025030100,41,49,97,81,76,42,49,16,1503,Census Tract 301
1990,25025030200,96,40,118,98,49,157,23,48,963,Census Tract 302
1990,25025030301,84,35,28,71,18,30,7,0,869,Census Tract 303.01
1990,25025030302,85,36,30,73,19,33,8,1,878,Census Tract 303.02
1990,25025030400,193,103,93,221,75,166,40,26,2606,Census Tract 304
1990,25025030500,53,31,151,50,99,120,26,53,1467,Census Tract 305
1990,25025040100,20,9,82,88,43,51,8,22,1528,Census Tract 401
1990,25025040200,170,141,50,91,59,54,5,109,807,Census Tract 402
1990,25025040300,111,187,231,90,173,78,89,11,3071,Census Tract 403
1990,25025040401,98,36,55,142,30,31,23,26,1673,Census Tract 404.01
1990,25025040600,46,24,11,61,39,17,26,52,1867,Census Tract 406
1990,25025040801,226,170,171,227,70,154,14,26,1835,Census Tract 408.01
1990,25025050101,506,220,282,324,152,151,48,94,2272,Census Tract 501.01
1990,25025050200,306,213,226,139,271,387,26,95,2331,Census Tract 502
1990,25025050300,276,201,325,188,292,119,27,27,394,Census Tract 503
1990,25025050400,187,104,69,182,274,107,16,46,1001,Census Tract 504
1990,25025050500,46,65,49,115,111,35,32,53,1110,Census Tract 505
1990,25025050600,139,100,105,100,213,109,97,9,784,Census Tract 506
1990,25025050700,266,116,302,340,133,99,63,79,1656,Census Tract 507
1990,25025050901,272,168,80,248,148,138,19,78,2016,Census Tract 509.01
1990,25025051000,152,245,252,188,155,203,102,102,2541,Census Tract 510
1990,25025051101,249,158,332,217,181,211,127,191,3355,Census Tract 511.01
1990,25025051200,187,65,51,75,65,164,46,62,1641,Census Tract 512
1990,25025060101,103,29,125,45,104,167,80,79,2349,Census Tract 601.01
1990,25025060200,44,59,38,51,77,23,37,30,1820,Census Tract 602
1990,25025060301,94,47,64,96,107,107,88,238,2365,Census Tract 603.01
1990,25025060400,131,58,129,232,105,157,55,36,3792,Census Tract 604
1990,25025060501,226,179,173,85,52,250,70,136,2370,Census Tract 605.01
1990,25025060601,68,56,38,4,0,25,34,6,579,Census Tract 606.01
1990,25025060602,5,3,2,1,0,2,2,0,40,Census Tract 606.02
1990,25025060603,3,2,2,0,0,1,1,0,26,Census Tract 606.03
1990,25025060604,10,8,5,1,0,4,5,1,83,Census Tract 606.04
1990,25025060700,176,255,135,74,166,121,0,66,333,Census Tract 607
1990,25025060800,179,222,120,124,90,145,60,80,2192,Census Tract 608
1990,25025061000,336,476,330,200,140,108,6,17,1071,Census Tract 610
1990,25025061101,264,224,214,170,65,158,58,35,776,Census Tract 611.01
1990,25025061201,199,32,58,104,49,63,0,53,903,Census Tract 612.01
1990,25025061202,0,0,0,0,0,0,0,0,0,Census Tract 612.02
1990,25025061203,75,7,0,19,0,17,0,0,351,Census Tract 612.03
1990,25025061204,14,1,0,4,0,3,0,0,67,Census Tract 612.04
1990,25025070102,204,61,23,94,26,25,28,17,352,Census Tract 701.02
1990,25025070103,14,4,2,7,2,2,2,1,24,Census Tract 701.03
1990,25025070104,77,23,9,36,10,10,11,7,134,Census Tract 701.04
1990,25025070201,108,84,120,100,91,85,23,44,438,Census Tract 702.01
1990,25025070202,385,201,224,261,178,168,66,91,1085,Census Tract 702.02
1990,25025070301,204,0,141,75,81,88,45,31,1449,Census Tract 703.01
1990,25025070302,126,0,87,47,50,54,28,19,893,Census Tract 703.02
1990,25025070402,130,180,186,232,122,220,76,106,386,Census Tract 704.02
1990,25025070501,182,118,118,125,20,113,75,112,1197,Census Tract 705.01
1990,25025070502,329,214,214,227,35,205,135,201,2163,Census Tract 705.02
1990,25025070600,48,27,32,76,32,51,0,66,2016,Census Tract 706
1990,25025070700,76,86,96,73,64,92,0,139,1545,Census Tract 707
1990,25025070801,44,29,52,34,10,59,21,6,604,Census Tract 708.01
1990,25025070802,124,81,144,94,28,165,59,18,1686,Census Tract 708.02
1990,25025070901,73,30,110,27,37,41,3,50,688,Census Tract 709.01
1990,25025070902,123,50,186,46,62,68,5,84,1161,Census Tract 709.02
1990,25025071101,404,234,147,144,131,88,52,47,1442,Census Tract 711.01
1990,25025071201,441,291,133,96,107,11,0,23,383,Census Tract 712.01
1990,25025080100,221,279,64,100,104,223,0,75,806,Census Tract 801
1990,25025080300,667,386,173,69,204,151,43,43,811,Census Tract 803
1990,25025080401,563,461,242,244,156,119,32,113,844,Census Tract 804.01
1990,25025080500,486,314,311,264,220,116,77,157,1203,Census Tract 805
1990,25025080601,343,215,151,224,84,135,10,61,487,Census Tract 806.01
1990,25025080801,649,442,308,517,212,284,61,62,905,Census Tract 808.01
1990,25025080900,512,150,127,93,96,227,83,48,1813,Census Tract 809
1990,25025081001,523,340,279,334,333,202,67,275,2402,Census Tract 810.01
1990,25025081101,57,21,40,68,49,38,0,18,633,Census Tract 811.01
1990,25025081102,126,53,87,146,101,87,2,40,1298,Census Tract 811.02
1990,25025081200,348,304,228,314,111,337,46,116,1444,Census Tract 812
1990,25025081301,385,214,157,158,31,127,15,61,685,Census Tract 813.01
1990,25025081302,539,298,220,220,44,177,20,85,957,Census Tract 813.02
1990,25025081400,191,188,277,189,100,121,0,0,1450,Census Tract 814
1990,25025081500,268,228,71,199,30,79,0,57,1228,Census Tract 815
1990,25025081700,529,190,198,569,64,133,183,51,1796,Census Tract 817
1990,25025081800,384,157,106,160,89,84,47,99,1755,Census Tract 818
1990,25025081900,66,287,287,140,63,116,93,16,2192,Census Tract 819
1990,25025082000,360,170,195,152,282,95,78,41,1567,Census Tract 820
1990,25025082100,743,358,338,189,302,401,13,29,2213,Census Tract 821
1990,25025090100,381,343,294,188,167,137,46,98,2661,Census Tract 901
1990,25025090200,218,188,131,108,143,104,158,88,959,Census Tract 902
1990,25025090300,288,218,438,217,132,19,79,51,1407,Census Tract 903
1990,25025090400,446,307,61,180,222,263,51,47,1218,Census Tract 904
1990,25025090600,257,295,130,31,69,278,58,0,914,Census Tract 906
1990,25025090700,147,203,205,399,158,199,127,216,2512,Census Tract 907
1990,25025090901,460,208,45,60,20,170,109,15,1107,Census Tract 909.01
1990,25025091001,158,156,77,166,82,85,83,17,1862,Census Tract 910.01
1990,25025091100,255,206,189,101,135,217,124,85,3392,Census Tract 911
1990,25025091200,210,214,183,202,62,217,124,137,1896,Census Tract 912
1990,25025091300,290,174,311,77,50,68,104,16,1365,Census Tract 913
1990,25025091400,208,178,175,167,60,60,48,12,1387,Census Tract 914
1990,25025091500,514,361,258,317,165,194,75,233,2312,Census Tract 915
1990,25025091600,457,28,108,387,115,211,10,52,1509,Census Tract 916
1990,25025091700,412,227,109,77,66,340,105,159,1671,Census Tract 917
1990,25025091800,398,145,55,335,212,328,83,0,1896,Census Tract 918
1990,25025091900,419,255,150,156,128,232,87,265,2400,Census Tract 919
1990,25025092000,776,215,91,231,258,146,54,409,2714,Census Tract 920
1990,25025092101,281,359,199,498,110,132,26,215,3910,Census Tract 921.01
1990,25025092200,62,173,138,78,55,82,50,65,2327,Census Tract 922
1990,25025092300,210,439,189,182,100,161,94,96,2008,Census Tract 923
1990,25025092400,1042,464,531,145,453,316,27,79,2548,Census Tract 924
1990,25025100100,758,540,207,265,143,218,56,62,2324,Census Tract 1001
1990,25025100200,755,263,143,121,153,74,0,159,1043,Census Tract 1002
1990,25025100300,291,166,250,192,114,210,42,48,2304,Census Tract 1003
1990,25025100400,175,184,202,188,244,223,60,128,3810,Census Tract 1004
1990,25025100500,446,400,351,102,138,477,76,298,3746,Census Tract 1005
1990,25025100601,252,90,29,149,264,252,21,78,3992,Census Tract 1006.01
1990,25025100603,93,67,11,75,46,31,40,23,1428,Census Tract 1006.03
1990,25025100700,241,52,61,120,96,86,30,130,3821,Census Tract 1007
1990,25025100800,215,57,152,77,148,199,41,82,4236,Census Tract 1008
1990,25025100900,146,79,54,60,83,227,114,50,3055,Census Tract 1009
1990,25025101001,443,167,163,78,139,228,185,149,4448,Census Tract 1010.01
1990,25025101002,484,290,207,242,146,209,88,79,3487,Census Tract 1010.02
1990,25025101101,500,344,160,161,83,63,21,87,2027,Census Tract 1011.01
1990,25025101102,472,346,333,103,230,251,73,150,2762,Census Tract 1011.02
1990,25025110104,140,180,105,69,68,107,36,84,1223,Census Tract 1101.04
1990,25025110105,163,212,122,81,78,125,39,100,1375,Census Tract 1101.05
1990,25025110106,95,123,71,47,45,73,23,58,801,Census Tract 1101.06
1990,25025110201,148,72,31,81,100,47,31,106,1023,Census Tract 1102.01
1990,25025110301,35,57,52,33,27,58,56,82,1956,Census Tract 1103.01
1990,25025110401,151,160,102,190,111,131,109,98,2490,Census Tract 1104.01
1990,25025110403,38,118,89,99,115,70,43,28,3548,Census Tract 1104.03
1990,25025110501,104,30,74,89,65,52,68,105,2822,Census Tract 1105.01
1990,25025110502,100,127,167,116,125,158,67,124,2799,Census Tract 1105.02
1990,25025110601,22,28,47,49,37,29,8,14,2126,Census Tract 1106.01
1990,25025110607,117,70,122,67,161,158,165,0,4033,Census Tract 1106.07
1990,25025120103,97,67,26,31,19,38,21,7,1218,Census Tract 1201.03
1990,25025120104,145,101,39,46,29,57,32,11,1823,Census Tract 1201.04
1990,25025120105,156,109,42,50,31,61,35,12,1964,Census Tract 1201.05
1990,25025120201,182,240,176,198,202,172,81,45,2578,Census Tract 1202.01
1990,25025120301,547,527,278,176,126,346,0,201,2858,Census Tract 1203.01
1990,25025120400,287,86,167,300,244,319,68,137,3915,Census Tract 1204
1990,25025120500,243,251,214,250,51,143,0,85,1245,Census Tract 1205
