"YEAR","GEOID","NAME","num_sml_sbus","num_sml_bbus","vol_sml_sbus","vol_sml_bbus"
2016,"Chinatown","Chinatown",186,304,6126181,24779342
2016,"Dorchester","Dorchester",692,635,25697840,25380749
2016,"Downtown","Downtown",745,1236,29116467,104663463
2016,"East Boston","East Boston",285,244,8259018,9772521
2016,"Fenway","Fenway",190,202,5028342,7699230
2016,"Hyde Park","Hyde Park",229,240,14266686,12864165
2016,"Jamaica Plain","Jamaica Plain",339,278,12213053,13645859
2016,"Longwood","Longwood",9,11,118300,356118
2016,"Mattapan","Mattapan",108,92,3308730,4024625
2016,"Mission Hill","Mission Hill",62,62,1953687,2733082
2016,"North End","North End",269,334,14496841,23892967
2016,"Roslindale","Roslindale",197,173,8617693,6604282
2016,"Roxbury","Roxbury",235,275,11372528,17571797
2016,"South Boston","South Boston",369,630,14696719,33973413
2016,"South Boston Waterfront","South Boston Waterfront",66,142,2826254,14064755
2016,"South End","South End",511,547,16621611,29653954
2016,"West End","West End",102,138,2880656,10034731
2016,"West Roxbury","West Roxbury",248,242,6827227,9277371
2017,"Allston","Allston",273,313,6496554,13435829
2017,"Back Bay","Back Bay",507,776,15482886,45659290
2017,"Beacon Hill","Beacon Hill",149,163,3526492,5237790
