YEAR,GEOID,ilf_f,ilf_m,nilf_f,nilf_m,NAME
1970,25025090200,474,428,437,167,Census Tract 902
1970,25025090300,513,597,611,198,Census Tract 903
1970,25025090400,626,908,919,316,Census Tract 904
1970,25025090600,336,500,554,292,Census Tract 906
1970,25025090700,1099,1307,1030,414,Census Tract 907
1970,25025090901,382,401,990,308,Census Tract 909.01
1970,25025091001,708,942,747,264,Census Tract 910.01
1970,25025091100,1128,1613,1181,388,Census Tract 911
1970,25025091200,748,940,753,301,Census Tract 912
1970,25025091300,328,588,609,236,Census Tract 913
1970,25025091400,409,648,769,284,Census Tract 914
1970,25025091500,879,1202,1269,454,Census Tract 915
1970,25025091600,566,820,770,263,Census Tract 916
1970,25025091700,685,873,696,303,Census Tract 917
1970,25025091800,627,962,903,324,Census Tract 918
1970,25025091900,730,1013,1018,345,Census Tract 919
1970,25025092000,1016,1525,1336,415,Census Tract 920
1970,25025092101,1285,1763,1542,461,Census Tract 921.01
1970,25025092200,782,1062,1005,330,Census Tract 922
1970,25025092300,625,801,752,241,Census Tract 923
1970,25025092400,1253,1415,1361,473,Census Tract 924
1970,25025100100,1035,1402,1553,428,Census Tract 1001
1970,25025100200,705,879,797,250,Census Tract 1002
1970,25025100300,743,1039,946,335,Census Tract 1003
1970,25025100400,1121,1225,1115,385,Census Tract 1004
1970,25025100500,1370,1649,1540,603,Census Tract 1005
1970,25025100601,1170,1612,1508,461,Census Tract 1006.01
1970,25025100603,449,619,579,177,Census Tract 1006.03
1970,25025100700,1049,1398,1204,357,Census Tract 1007
1970,25025100800,1288,1545,1501,396,Census Tract 1008
1970,25025100900,905,1122,983,329,Census Tract 1009
1970,25025101001,1215,1627,1366,552,Census Tract 1010.01
1970,25025101002,1102,1475,1239,499,Census Tract 1010.02
1970,25025101101,755,949,850,340,Census Tract 1011.01
1970,25025101102,1023,1292,1124,430,Census Tract 1011.02
1970,25025110104,463,557,650,349,Census Tract 1101.04
1970,25025110105,525,629,739,404,Census Tract 1101.05
1970,25025110106,306,366,430,235,Census Tract 1101.06
1970,25025110201,464,545,514,201,Census Tract 1102.01
1970,25025110301,549,799,562,161,Census Tract 1103.01
1970,25025110401,720,945,750,257,Census Tract 1104.01
1970,25025110403,844,1107,880,301,Census Tract 1104.03
1970,25025110501,833,1107,886,260,Census Tract 1105.01
1970,25025110502,914,1216,974,285,Census Tract 1105.02
1970,25025110601,555,746,735,237,Census Tract 1106.01
1970,25025110607,1259,1691,1666,538,Census Tract 1106.07
1970,25025120103,400,423,449,154,Census Tract 1201.03
1970,25025120104,598,632,672,230,Census Tract 1201.04
1970,25025120105,645,682,724,248,Census Tract 1201.05
1970,25025120201,824,1085,883,408,Census Tract 1202.01
1970,25025120301,881,1217,1394,483,Census Tract 1203.01
1970,25025120400,1507,1754,1735,847,Census Tract 1204
1970,25025120500,317,505,525,189,Census Tract 1205
1970,25025120600,708,907,740,263,Census Tract 1206
1970,25025120700,528,740,565,222,Census Tract 1207
1970,25025130101,1049,1518,1530,501,Census Tract 1301.01
1970,25025130200,1153,1552,1486,520,Census Tract 1302
1970,25025130300,928,1458,1541,528,Census Tract 1303
1970,25025130402,1090,1446,1076,420,Census Tract 1304.02
1970,25025130404,558,737,541,213,Census Tract 1304.04
1970,25025130406,951,1256,923,362,Census Tract 1304.06
1970,25025140102,814,1294,1043,284,Census Tract 1401.02
1970,25025140105,679,1080,871,237,Census Tract 1401.05
1970,25025140106,439,699,563,153,Census Tract 1401.06
1970,25025140107,501,796,642,175,Census Tract 1401.07
1970,25025140201,437,709,553,154,Census Tract 1402.01
1970,25025140202,1152,1870,1458,405,Census Tract 1402.02
1970,25025140300,1202,1696,1308,471,Census Tract 1403
1970,25025140400,1375,2017,1556,475,Census Tract 1404
1970,25025980101,,,,,Census Tract 9801.01
1970,25025980300,,,,,Census Tract 9803
1970,25025980700,,,,,Census Tract 9807
1970,25025980900,,,,,Census Tract 9809
1970,25025981000,,,,,Census Tract 9810
1970,25025981100,,,,,Census Tract 9811
1970,25025981201,,,,,Census Tract 9812.01
1970,25025981202,,,,,Census Tract 9812.02
1970,25025981300,,,,,Census Tract 9813
1970,25025981501,,,,,Census Tract 9815.01
1970,25025981502,,,,,Census Tract 9815.02
1970,25025981600,,,,,Census Tract 9816
1970,25025981700,,,,,Census Tract 9817
1970,25025981800,,,,,Census Tract 9818
1970,25025981900,,,,,Census Tract 9819
1980,25025000101,505,533,285,200,Census Tract 1.01
1980,25025000102,594,627,335,235,Census Tract 1.02
1980,25025000201,1007,1046,758,426,Census Tract 2.01
1980,25025000202,928,1025,836,428,Census Tract 2.02
1980,25025000301,1019,870,597,283,Census Tract 3.01
1980,25025000302,1009,862,591,280,Census Tract 3.02
1980,25025000401,1717,1401,1366,993,Census Tract 4.01
1980,25025000402,1063,867,845,614,Census Tract 4.02
1980,25025000502,1563,1099,982,678,Census Tract 5.02
1980,25025000503,671,472,422,291,Census Tract 5.03
1980,25025000505,589,414,370,256,Census Tract 5.05
1980,25025000506,786,553,494,341,Census Tract 5.06
1980,25025000601,1112,929,569,388,Census Tract 6.01
1980,25025000603,427,427,405,185,Census Tract 6.03
1980,25025000604,697,698,662,301,Census Tract 6.04
1980,25025000701,1423,1200,660,436,Census Tract 7.01
1980,25025000703,675,591,379,328,Census Tract 7.03
1980,25025000704,1365,1194,766,664,Census Tract 7.04
1980,25025000804,705,740,523,591,Census Tract 8.04
1980,25025000805,872,915,646,730,Census Tract 8.05
1980,25025000806,411,431,305,344,Census Tract 8.06
1980,25025000807,375,394,278,314,Census Tract 8.07
1980,25025010103,553,553,1129,1027,Census Tract 101.03
1980,25025010104,1220,1216,887,1197,Census Tract 101.04
1980,25025010204,739,887,428,577,Census Tract 102.04
1980,25025010205,574,689,333,448,Census Tract 102.05
1980,25025010206,425,510,246,332,Census Tract 102.06
1980,25025010300,1160,479,773,391,Census Tract 103
1980,25025010403,613,852,574,651,Census Tract 104.03
1980,25025010404,804,1117,753,853,Census Tract 104.04
1980,25025010405,1047,1455,981,1112,Census Tract 104.05
1980,25025010408,330,397,191,258,Census Tract 104.08
1980,25025010500,655,900,428,664,Census Tract 105
1980,25025010600,581,789,485,192,Census Tract 106
1980,25025010701,1236,1065,521,355,Census Tract 107.01
1980,25025010702,1188,1023,501,341,Census Tract 107.02
1980,25025010801,1095,1251,663,379,Census Tract 108.01
1980,25025010802,1142,1303,692,395,Census Tract 108.02
1980,25025020101,1756,1973,803,388,Census Tract 201.01
1980,25025020200,1262,1511,365,478,Census Tract 202
1980,25025020301,686,809,383,374,Census Tract 203.01
1980,25025020302,431,508,246,238,Census Tract 203.02
1980,25025020304,40,47,23,22,Census Tract 203.04
1980,25025020305,527,621,301,291,Census Tract 203.05
1980,25025030100,652,575,387,282,Census Tract 301
1980,25025030200,394,414,292,157,Census Tract 302
1980,25025030301,326,360,168,77,Census Tract 303.01
1980,25025030302,330,365,172,79,Census Tract 303.02
1980,25025030400,1247,1134,534,347,Census Tract 304
1980,25025030500,601,1123,286,174,Census Tract 305
1980,25025040100,422,429,258,106,Census Tract 401
1980,25025040200,191,283,320,136,Census Tract 402
1980,25025040300,858,1217,798,345,Census Tract 403
1980,25025040401,610,764,549,267,Census Tract 404.01
1980,25025040600,538,698,474,308,Census Tract 406
1980,25025040801,242,297,494,145,Census Tract 408.01
1980,25025050101,638,953,1027,455,Census Tract 501.01
1980,25025050200,751,950,734,424,Census Tract 502
1980,25025050300,160,267,545,242,Census Tract 503
1980,25025050400,353,424,481,202,Census Tract 504
1980,25025050500,331,388,305,171,Census Tract 505
1980,25025050600,285,440,338,178,Census Tract 506
1980,25025050700,652,786,761,385,Census Tract 507
1980,25025050901,687,844,770,402,Census Tract 509.01
1980,25025051000,927,962,934,469,Census Tract 510
1980,25025051101,1206,1477,1216,622,Census Tract 511.01
1980,25025051200,479,670,592,229,Census Tract 512
1980,25025060101,833,1069,759,360,Census Tract 601.01
1980,25025060200,536,700,552,176,Census Tract 602
1980,25025060301,682,880,913,406,Census Tract 603.01
1980,25025060400,1126,1363,1544,634,Census Tract 604
1980,25025060501,515,868,671,336,Census Tract 605.01
1980,25025060601,84,141,107,87,Census Tract 606.01
1980,25025060602,6,10,7,6,Census Tract 606.02
1980,25025060603,4,6,5,4,Census Tract 606.03
1980,25025060604,12,20,15,12,Census Tract 606.04
1980,25025060700,208,215,533,269,Census Tract 607
1980,25025060800,592,619,810,602,Census Tract 608
1980,25025061000,411,533,871,357,Census Tract 610
1980,25025061101,322,272,730,295,Census Tract 611.01
1980,25025061201,253,369,301,152,Census Tract 612.01
1980,25025061203,62,114,50,64,Census Tract 612.03
1980,25025061204,12,22,10,12,Census Tract 612.04
1980,25025070102,216,293,97,117,Census Tract 701.02
1980,25025070103,15,20,7,8,Census Tract 701.03
1980,25025070104,82,112,37,44,Census Tract 701.04
1980,25025070201,217,471,197,196,Census Tract 702.01
1980,25025070202,580,1082,428,445,Census Tract 702.02
1980,25025070301,516,824,234,297,Census Tract 703.01
1980,25025070302,316,509,146,184,Census Tract 703.02
1980,25025070402,333,386,317,268,Census Tract 704.02
1980,25025070501,337,698,299,245,Census Tract 705.01
1980,25025070502,609,1260,539,443,Census Tract 705.02
1980,25025070600,620,1054,334,328,Census Tract 706
1980,25025070700,376,616,200,158,Census Tract 707
1980,25025070801,166,239,108,96,Census Tract 708.01
1980,25025070802,463,666,301,269,Census Tract 708.02
1980,25025070901,234,275,212,167,Census Tract 709.01
1980,25025070902,396,465,359,282,Census Tract 709.02
1980,25025071101,460,798,612,649,Census Tract 711.01
1980,25025071201,171,194,355,59,Census Tract 712.01
1980,25025080100,352,466,298,197,Census Tract 801
1980,25025080300,382,314,499,269,Census Tract 803
1980,25025080401,631,475,639,203,Census Tract 804.01
1980,25025080500,508,487,771,342,Census Tract 805
1980,25025080601,265,258,293,65,Census Tract 806.01
1980,25025080801,858,481,816,379,Census Tract 808.01
1980,25025080900,742,863,581,495,Census Tract 809
1980,25025081001,1214,1210,1092,496,Census Tract 810.01
1980,25025081101,220,195,242,104,Census Tract 811.01
1980,25025081102,457,406,505,223,Census Tract 811.02
1980,25025081200,685,632,768,462,Census Tract 812
1980,25025081301,243,279,462,209,Census Tract 813.01
1980,25025081302,340,390,646,291,Census Tract 813.02
1980,25025081400,463,516,562,341,Census Tract 814
1980,25025081500,488,408,597,354,Census Tract 815
1980,25025081700,746,674,853,381,Census Tract 817
1980,25025081800,401,640,529,340,Census Tract 818
1980,25025081900,936,587,575,365,Census Tract 819
1980,25025082000,743,673,750,486,Census Tract 820
1980,25025082100,1064,988,1298,491,Census Tract 821
1980,25025090100,966,945,905,438,Census Tract 901
1980,25025090200,426,316,357,217,Census Tract 902
1980,25025090300,546,561,687,384,Census Tract 903
1980,25025090400,494,583,563,279,Census Tract 904
1980,25025090600,331,323,448,281,Census Tract 906
1980,25025090700,916,1088,832,446,Census Tract 907
1980,25025090901,147,147,335,201,Census Tract 909.01
1980,25025091001,624,693,521,223,Census Tract 910.01
1980,25025091100,1008,1250,895,475,Census Tract 911
1980,25025091200,641,821,712,252,Census Tract 912
1980,25025091300,410,461,431,230,Census Tract 913
1980,25025091400,420,439,481,281,Census Tract 914
1980,25025091500,787,1033,1062,533,Census Tract 915
1980,25025091600,476,565,503,246,Census Tract 916
1980,25025091700,684,758,521,268,Census Tract 917
1980,25025091800,538,678,659,299,Census Tract 918
1980,25025091900,587,672,763,429,Census Tract 919
1980,25025092000,950,1137,983,381,Census Tract 920
1980,25025092101,1093,1430,1232,509,Census Tract 921.01
1980,25025092200,747,914,657,276,Census Tract 922
1980,25025092300,488,543,585,310,Census Tract 923
1980,25025092400,1166,1036,1110,539,Census Tract 924
1980,25025100100,704,608,915,493,Census Tract 1001
1980,25025100200,419,488,450,205,Census Tract 1002
1980,25025100300,767,876,542,243,Census Tract 1003
1980,25025100400,1057,1143,1071,546,Census Tract 1004
1980,25025100500,1192,1316,961,472,Census Tract 1005
1980,25025100601,1161,1469,1093,445,Census Tract 1006.01
1980,25025100603,491,521,551,322,Census Tract 1006.03
1980,25025100700,1124,1242,1183,564,Census Tract 1007
1980,25025100800,1253,1436,1281,563,Census Tract 1008
1980,25025100900,965,1039,818,408,Census Tract 1009
1980,25025101001,1554,1441,687,371,Census Tract 1010.01
1980,25025101002,1389,1303,964,498,Census Tract 1010.02
1980,25025101101,791,715,476,386,Census Tract 1011.01
1980,25025101102,981,803,607,445,Census Tract 1011.02
1980,25025110104,402,464,375,198,Census Tract 1101.04
1980,25025110105,450,523,416,223,Census Tract 1101.05
1980,25025110106,262,305,242,130,Census Tract 1101.06
1980,25025110201,307,364,481,206,Census Tract 1102.01
1980,25025110301,482,571,481,269,Census Tract 1103.01
1980,25025110401,640,826,723,297,Census Tract 1104.01
1980,25025110403,905,1187,977,388,Census Tract 1104.03
1980,25025110501,878,1079,799,323,Census Tract 1105.01
1980,25025110502,812,1125,905,356,Census Tract 1105.02
1980,25025110601,691,764,557,246,Census Tract 1106.01
1980,25025110607,1393,1432,1557,642,Census Tract 1106.07
1980,25025120103,383,425,371,158,Census Tract 1201.03
1980,25025120104,574,635,555,236,Census Tract 1201.04
1980,25025120105,618,685,599,254,Census Tract 1201.05
1980,25025120201,741,909,789,282,Census Tract 1202.01
1980,25025120301,1003,1182,1065,451,Census Tract 1203.01
1980,25025120400,1521,1542,1326,864,Census Tract 1204
1980,25025120500,417,579,485,125,Census Tract 1205
1980,25025120600,685,660,489,242,Census Tract 1206
1980,25025120700,452,540,452,318,Census Tract 1207
1980,25025130101,1618,1773,1593,656,Census Tract 1301.01
1980,25025130200,1167,1381,1218,509,Census Tract 1302
1980,25025130300,1200,1399,1122,469,Census Tract 1303
1980,25025130402,1254,1645,1178,484,Census Tract 1304.02
1980,25025130404,536,583,701,299,Census Tract 1304.04
1980,25025130406,913,993,1195,510,Census Tract 1304.06
1980,25025140102,946,1175,760,360,Census Tract 1401.02
1980,25025140105,748,871,723,285,Census Tract 1401.05
1980,25025140106,484,562,467,184,Census Tract 1401.06
1980,25025140107,551,641,532,210,Census Tract 1401.07
1980,25025140201,512,609,460,211,Census Tract 1402.01
1980,25025140202,1349,1607,1214,557,Census Tract 1402.02
1980,25025140300,1138,1367,1033,444,Census Tract 1403
1980,25025140400,1769,1898,1349,625,Census Tract 1404
1980,25025980101,,,,,Census Tract 9801.01
1980,25025980300,,,,,Census Tract 9803
1980,25025980700,,,,,Census Tract 9807
1980,25025980900,,,,,Census Tract 9809
1980,25025981000,,,,,Census Tract 9810
1980,25025981100,,,,,Census Tract 9811
1980,25025981201,,,,,Census Tract 9812.01
1980,25025981202,,,,,Census Tract 9812.02
1980,25025981300,,,,,Census Tract 9813
1980,25025981501,,,,,Census Tract 9815.01
1980,25025981502,,,,,Census Tract 9815.02
1980,25025981600,,,,,Census Tract 9816
1980,25025981700,,,,,Census Tract 9817
1980,25025981800,,,,,Census Tract 9818
1980,25025981900,,,,,Census Tract 9819
1990,25025000101,545,612,233,143,Census Tract 1.01
1990,25025000102,638,718,273,167,Census Tract 1.02
1990,25025000201,1320,1228,468,270,Census Tract 2.01
1990,25025000202,1293,1029,581,376,Census Tract 2.02
1990,25025000301,1081,945,479,253,Census Tract 3.01
1990,25025000302,1071,937,474,250,Census Tract 3.02
1990,25025000401,1757,1497,1257,703,Census Tract 4.01
1990,25025000402,1134,1041,539,445,Census Tract 4.02
1990,25025000502,1656,1482,1224,875,Census Tract 5.02
1990,25025000503,911,806,338,180,Census Tract 5.03
1990,25025000505,800,707,297,158,Census Tract 5.05
1990,25025000506,1068,944,396,210,Census Tract 5.06
1990,25025000601,1203,1259,408,308,Census Tract 6.01
1990,25025000603,467,493,305,212,Census Tract 6.03
1990,25025000604,763,806,497,346,Census Tract 6.04
1990,25025000701,1585,1536,654,570,Census Tract 7.01
1990,25025000703,799,886,318,271,Census Tract 7.03
1990,25025000704,1615,1790,643,547,Census Tract 7.04
1990,25025000804,886,1189,402,408,Census Tract 8.04
1990,25025000805,1079,1429,519,554,Census Tract 8.05
1990,25025000806,379,333,430,677,Census Tract 8.06
1990,25025000807,347,305,393,619,Census Tract 8.07
1990,25025010103,1098,796,967,844,Census Tract 101.03
1990,25025010104,1572,1655,889,1185,Census Tract 101.04
1990,25025010204,867,1174,411,384,Census Tract 102.04
1990,25025010205,674,912,319,298,Census Tract 102.05
1990,25025010206,498,675,236,221,Census Tract 102.06
1990,25025010300,969,417,579,396,Census Tract 103
1990,25025010403,900,1016,478,508,Census Tract 104.03
1990,25025010404,1179,1332,626,666,Census Tract 104.04
1990,25025010405,1379,1306,1115,1431,Census Tract 104.05
1990,25025010408,388,525,184,172,Census Tract 104.08
1990,25025010500,841,974,549,557,Census Tract 105
1990,25025010600,532,681,438,303,Census Tract 106
1990,25025010701,1060,903,283,350,Census Tract 107.01
1990,25025010702,1018,867,272,336,Census Tract 107.02
1990,25025010801,1203,1185,405,259,Census Tract 108.01
1990,25025010802,1254,1236,423,270,Census Tract 108.02
1990,25025020101,1622,1597,640,391,Census Tract 201.01
1990,25025020200,1386,1346,250,214,Census Tract 202
1990,25025020301,609,718,302,300,Census Tract 203.01
1990,25025020302,378,450,194,193,Census Tract 203.02
1990,25025020304,35,42,18,18,Census Tract 203.04
1990,25025020305,463,551,238,237,Census Tract 203.05
1990,25025030100,811,560,312,200,Census Tract 301
1990,25025030200,537,484,297,150,Census Tract 302
1990,25025030301,340,476,261,124,Census Tract 303.01
1990,25025030302,347,479,264,126,Census Tract 303.02
1990,25025030400,1374,1310,567,307,Census Tract 304
1990,25025030500,807,648,246,207,Census Tract 305
1990,25025040100,667,686,258,111,Census Tract 401
1990,25025040200,383,308,329,112,Census Tract 402
1990,25025040300,1376,1279,538,244,Census Tract 403
1990,25025040401,657,524,307,238,Census Tract 404.01
1990,25025040600,865,584,251,248,Census Tract 406
1990,25025040801,802,862,520,236,Census Tract 408.01
1990,25025050101,779,1009,878,545,Census Tract 501.01
1990,25025050200,915,1146,727,417,Census Tract 502
1990,25025050300,332,355,416,295,Census Tract 503
1990,25025050400,501,602,411,222,Census Tract 504
1990,25025050500,362,645,223,152,Census Tract 505
1990,25025050600,267,550,387,147,Census Tract 506
1990,25025050700,635,849,713,348,Census Tract 507
1990,25025050901,698,1099,548,256,Census Tract 509.01
1990,25025051000,970,1007,834,492,Census Tract 510
1990,25025051101,1293,1305,1131,576,Census Tract 511.01
1990,25025051200,524,772,463,283,Census Tract 512
1990,25025060101,769,1026,693,297,Census Tract 601.01
1990,25025060200,638,604,365,227,Census Tract 602
1990,25025060301,905,887,648,302,Census Tract 603.01
1990,25025060400,1299,1255,1078,659,Census Tract 604
1990,25025060501,859,1259,463,449,Census Tract 605.01
1990,25025060601,173,378,152,39,Census Tract 606.01
1990,25025060602,14,26,9,3,Census Tract 606.02
1990,25025060603,8,17,7,2,Census Tract 606.03
1990,25025060604,25,54,22,6,Census Tract 606.04
1990,25025060700,247,202,344,181,Census Tract 607
1990,25025060800,886,1001,501,311,Census Tract 608
1990,25025061000,525,396,699,393,Census Tract 610
1990,25025061101,398,279,594,253,Census Tract 611.01
1990,25025061201,317,509,250,187,Census Tract 612.01
1990,25025061203,225,180,0,39,Census Tract 612.03
1990,25025061204,43,35,0,7,Census Tract 612.04
1990,25025070102,163,240,178,157,Census Tract 701.02
1990,25025070103,11,17,12,11,Census Tract 701.03
1990,25025070104,62,91,68,60,Census Tract 701.04
1990,25025070201,202,262,271,223,Census Tract 702.01
1990,25025070202,502,679,631,530,Census Tract 702.02
1990,25025070301,656,936,267,196,Census Tract 703.01
1990,25025070302,405,578,165,121,Census Tract 703.02
1990,25025070402,365,360,341,252,Census Tract 704.02
1990,25025070501,519,760,240,250,Census Tract 705.01
1990,25025070502,939,1372,434,451,Census Tract 705.02
1990,25025070600,749,1203,81,138,Census Tract 706
1990,25025070700,619,826,279,93,Census Tract 707
1990,25025070801,240,354,93,72,Census Tract 708.01
1990,25025070802,669,990,259,200,Census Tract 708.02
1990,25025070901,282,433,99,106,Census Tract 709.01
1990,25025070902,475,730,167,179,Census Tract 709.02
1990,25025071101,600,1173,399,273,Census Tract 711.01
1990,25025071201,164,378,406,240,Census Tract 712.01
1990,25025080100,347,403,358,222,Census Tract 801
1990,25025080300,400,272,590,456,Census Tract 803
1990,25025080401,509,450,679,227,Census Tract 804.01
1990,25025080500,598,611,749,293,Census Tract 805
1990,25025080601,312,312,417,209,Census Tract 806.01
1990,25025080801,834,632,915,530,Census Tract 808.01
1990,25025080900,898,1225,343,410,Census Tract 809
1990,25025081001,1230,1341,914,568,Census Tract 810.01
1990,25025081101,296,322,300,155,Census Tract 811.01
1990,25025081102,609,660,610,312,Census Tract 811.02
1990,25025081200,744,714,566,203,Census Tract 812
1990,25025081301,298,356,435,247,Census Tract 813.01
1990,25025081302,417,497,609,345,Census Tract 813.02
1990,25025081400,605,684,354,181,Census Tract 814
1990,25025081500,559,527,490,215,Census Tract 815
1990,25025081700,814,799,799,416,Census Tract 817
1990,25025081800,735,660,558,324,Census Tract 818
1990,25025081900,827,860,478,201,Census Tract 819
1990,25025082000,678,613,832,377,Census Tract 820
1990,25025082100,935,935,978,589,Census Tract 821
1990,25025090100,1007,1044,750,363,Census Tract 901
1990,25025090200,502,374,326,158,Census Tract 902
1990,25025090300,616,623,437,310,Census Tract 903
1990,25025090400,557,505,476,292,Census Tract 904
1990,25025090600,333,523,373,163,Census Tract 906
1990,25025090700,954,1227,878,445,Census Tract 907
1990,25025090901,562,607,341,258,Census Tract 909.01
1990,25025091001,624,747,511,299,Census Tract 910.01
1990,25025091100,1011,1441,835,452,Census Tract 911
1990,25025091200,757,826,588,292,Census Tract 912
1990,25025091300,495,400,512,289,Census Tract 913
1990,25025091400,510,526,370,274,Census Tract 914
1990,25025091500,767,1127,787,504,Census Tract 915
1990,25025091600,659,768,490,197,Census Tract 916
1990,25025091700,733,858,410,252,Census Tract 917
1990,25025091800,711,825,414,318,Census Tract 918
1990,25025091900,859,1107,744,284,Census Tract 919
1990,25025092000,1145,1179,692,493,Census Tract 920
1990,25025092101,1454,1642,943,599,Census Tract 921.01
1990,25025092200,892,944,441,235,Census Tract 922
1990,25025092300,818,752,495,324,Census Tract 923
1990,25025092400,1398,1190,900,499,Census Tract 924
1990,25025100100,927,843,926,478,Census Tract 1001
1990,25025100200,609,583,396,269,Census Tract 1002
1990,25025100300,993,994,492,215,Census Tract 1003
1990,25025100400,1411,1411,671,358,Census Tract 1004
1990,25025100500,1545,1725,884,383,Census Tract 1005
1990,25025100601,1224,1573,790,525,Census Tract 1006.01
1990,25025100603,628,473,423,231,Census Tract 1006.03
1990,25025100700,1149,1217,995,538,Census Tract 1007
1990,25025100800,1549,1451,961,549,Census Tract 1008
1990,25025100900,1212,1113,544,337,Census Tract 1009
1990,25025101001,1756,1634,690,515,Census Tract 1010.01
1990,25025101002,1521,1408,804,440,Census Tract 1010.02
1990,25025101101,858,828,516,533,Census Tract 1011.01
1990,25025101102,1254,1171,619,337,Census Tract 1011.02
1990,25025110104,481,528,385,176,Census Tract 1101.04
1990,25025110105,540,602,431,199,Census Tract 1101.05
1990,25025110106,314,350,251,116,Census Tract 1101.06
1990,25025110201,406,379,325,194,Census Tract 1102.01
1990,25025110301,587,738,358,202,Census Tract 1103.01
1990,25025110401,892,1071,522,201,Census Tract 1104.01
1990,25025110403,1160,1255,648,353,Census Tract 1104.03
1990,25025110501,952,1080,516,293,Census Tract 1105.01
1990,25025110502,1028,1103,655,354,Census Tract 1105.02
1990,25025110601,625,632,647,290,Census Tract 1106.01
1990,25025110607,1619,1310,1342,476,Census Tract 1106.07
1990,25025120103,529,472,284,117,Census Tract 1201.03
1990,25025120104,791,707,426,175,Census Tract 1201.04
1990,25025120105,853,762,459,189,Census Tract 1201.05
1990,25025120201,1124,1286,473,262,Census Tract 1202.01
1990,25025120301,1273,1417,830,293,Census Tract 1203.01
1990,25025120400,1851,1772,906,440,Census Tract 1204
1990,25025120500,570,612,466,157,Census Tract 1205
1990,25025120600,805,927,225,90,Census Tract 1206
1990,25025120700,664,725,262,293,Census Tract 1207
1990,25025130101,1771,1596,1289,578,Census Tract 1301.01
1990,25025130200,1465,1467,873,363,Census Tract 1302
1990,25025130300,1368,1303,746,452,Census Tract 1303
